word,tf,df,tfidf
wors,2948,2107,42.55866715
somethin,5596,2901,42.54457047
west,4142,2513,42.54001908
shade,3182,2201,42.52804845
yall,10717,3859,42.52239265
throat,2329,1861,42.52103685
quiero,13519,4236,42.51965239
sayin,3855,2432,42.51284535
fuckin,6375,3093,42.50255999
special,4493,2626,42.50135339
main,3218,2223,42.49136392
movi,3162,2203,42.49032645
destini,3192,2214,42.48984904
torn,3163,2204,42.48773538
coupl,2428,1914,42.47812978
calm,3242,2235,42.47768547
bore,3345,2275,42.46370908
countri,5246,2839,42.46346815
bomb,4650,2681,42.4628298
plain,2820,2082,42.45441356
messag,3809,2433,42.45396983
join,3608,2368,42.45149807
ce,8843,3588,42.45058589
tall,3540,2346,42.44841484
order,2941,2131,42.44652832
fallen,4056,2514,42.44070457
holi,6487,3140,42.43283692
sold,3247,2248,42.43268667
crew,3513,2341,42.43235371
steel,3568,2363,42.41923395
das,17294,4700,42.41807613
club,5496,2916,42.41595047
thinkin,4597,2681,42.41130335
offer,2994,2160,42.41023254
distanc,3164,2225,42.4040952
knife,3296,2273,42.40291378
porqu,8008,3458,42.39647154
food,2700,2050,42.38478425
asleep,3092,2204,42.38129761
desert,3137,2221,42.38013203
serv,3026,2180,42.37794787
les,29447,5707,42.37150613
haunt,3817,2458,42.37002785
makin,4408,2640,42.36572371
attack,3257,2270,42.35936119
ni,10389,3879,42.34169605
mundo,5232,2876,42.32925483
load,3561,2385,42.32594889
gift,3119,2228,42.3249965
tus,6795,3242,42.32422179
fat,3568,2388,42.32357749
shore,3285,2290,42.32019991
diamond,4610,2712,42.31673033
runnin,4777,2759,42.31538551
danger,4780,2763,42.30462413
breez,2960,2174,42.2988833
drunk,3824,2480,42.29685144
drug,4486,2683,42.29449908
woke,2870,2140,42.29370909
box,3515,2379,42.28886268
earli,3465,2367,42.26859247
warn,3838,2493,42.26568268
tiempo,5493,2964,42.25853447
hall,3043,2219,42.24578322
weight,3505,2388,42.24146801
vez,6763,3264,42.23837619
drift,3613,2426,42.23767084
seed,3221,2288,42.23655915
toward,2893,2163,42.23632708
edg,4291,2648,42.2163742
seat,2858,2154,42.2160522
ship,3828,2504,42.21346636
probabl,3080,2243,42.20609334
wit,10231,3909,42.20081834
law,4646,2760,42.1878044
built,3652,2454,42.18244939
livin,5893,3088,42.1757216
gather,2965,2208,42.16850691
folk,3216,2306,42.15888979
machin,4843,2824,42.15835911
note,2811,2150,42.15440837
cop,3751,2495,42.15365064
nunca,6162,3159,42.15190548
bite,3918,2552,42.14525518
someday,6512,3242,42.14097636
pleasur,3638,2462,42.13521507
glow,3179,2299,42.13244996
jesus,9697,3850,42.13210711
magic,6221,3183,42.12047996
kinda,4312,2682,42.12016736
cours,2929,2206,42.11932311
victim,3332,2359,42.11839709
lift,5700,3060,42.11745051
grown,3099,2274,42.11191413
bend,3498,2421,42.10779354
nation,4235,2664,42.10145605
closer,6106,3163,42.10021154
instrument,2502,2032,42.09944339
certain,3062,2264,42.09538275
suck,4256,2675,42.08559477
silver,4181,2653,42.08190647
card,3099,2282,42.08047129
clock,3393,2395,42.06532728
circl,4658,2801,42.06163878
siempr,6883,3352,42.05591314
cash,3694,2504,42.05090236
entr,4547,2773,42.04783984
trick,3409,2406,42.04555778
histori,3464,2427,42.04048667
drag,4068,2630,42.03865266
twice,3695,2509,42.03394685
person,3857,2564,42.0309925
suit,2911,2222,42.02615565
rush,4067,2634,42.02354762
okay,5901,3140,42.02202278
master,4230,2686,42.02009542
protect,3096,2298,42.01341742
des,18645,5021,42.01324977
stupid,4414,2745,42.00962375
guid,3841,2565,42.00855501
freedom,6122,3199,42.00299846
joke,2921,2232,42.0022564
chill,3332,2391,41.99684273
claim,2764,2170,41.99305246
um,9451,3864,41.98949841
luck,4486,2780,41.9641338
flash,3203,2353,41.95881185
bitter,3592,2501,41.93405608
stage,3128,2332,41.9295876
store,2992,2279,41.92868013
tabl,3290,2395,41.92333495
remind,4461,2785,41.92251282
women,4369,2760,41.91325762
cuz,9477,3899,41.9107444
heavi,4386,2767,41.90709922
embrac,3433,2452,41.90646691
prayer,4563,2821,41.90362808
swallow,3492,2478,41.88894962
darl,7365,3514,41.8844221
radio,6440,3314,41.88139188
teeth,3160,2358,41.87728057
bottl,4535,2821,41.87627071
seek,3748,2572,41.87243257
sister,5861,3183,41.86262832
appear,2613,2139,41.85527448
golden,4268,2750,41.84238231
below,3648,2550,41.82798056
&,8093,3682,41.82298048
surround,3429,2474,41.82031779
sudden,3482,2494,41.8175204
emot,4160,2724,41.81547738
destroy,4745,2902,41.81270534
imagin,4567,2850,41.81224579
gate,3725,2582,41.80910675
crash,4438,2814,41.80324955
dare,4053,2694,41.80067548
nada,7860,3646,41.79727393
tan,6266,3304,41.7930403
draw,3453,2491,41.79022781
bust,3938,2664,41.77418204
ghost,5326,3076,41.77192802
heal,5043,3001,41.76609158
pure,3753,2604,41.76557352
pop,6343,3333,41.76134597
trap,3729,2606,41.72954834
middl,4908,2975,41.7287731
mama,10862,4205,41.70888359
proud,4375,2824,41.70677154
glad,5762,3213,41.69953004
direct,3496,2532,41.69878235
later,4088,2736,41.69679179
wrap,4023,2715,41.69591629
brand,4460,2854,41.6940827
chest,2939,2319,41.69062618
loos,4804,2960,41.68201924
enemi,4962,3006,41.67947802
endless,4230,2788,41.6755679
doin,5756,3220,41.67429488
stranger,5258,3091,41.66996564
bought,3241,2447,41.66106614
talkin,5981,3285,41.64855104
curs,3777,2652,41.62753771
ah,20832,5420,41.62446469
tune,3880,2690,41.61842433
dollar,4403,2861,41.61433179
sweat,3516,2565,41.6073215
pocket,3423,2531,41.60631602
creat,3419,2530,41.60456705
cos,8186,3787,41.59365026
test,3665,2629,41.57123219
laid,3277,2486,41.56937742
queen,5540,3200,41.56842427
ran,3899,2717,41.54883772
vein,3357,2523,41.54626586
daddi,7975,3766,41.53980982
respect,4132,2798,41.53810894
rose,6643,3484,41.53099718
mark,3817,2695,41.52791817
shut,6008,3337,41.5176277
prove,4386,2888,41.51007906
reflect,3363,2538,41.50090281
letter,4597,2957,41.49779702
innoc,4649,2973,41.49692966
field,3994,2765,41.49583983
stood,3499,2593,41.48693691
shoulder,4125,2812,41.48456007
dirti,6690,3514,41.47798858
six,4661,2983,41.47692291
cast,3515,2604,41.46921505
self,4230,2852,41.4658442
mis,6833,3556,41.45233581
page,3570,2632,41.44232664
scar,3710,2684,41.43755159
wheel,5456,3226,41.42573064
expect,3468,2602,41.41527883
ver,5793,3320,41.41037344
rip,4650,3003,41.40422338
bound,4603,2991,41.39700434
et,30781,6333,41.38717183
bear,3885,2762,41.38225555
passion,3911,2772,41.37891672
news,4273,2896,41.36909374
hay,9567,4133,41.36706594
short,4132,2855,41.35222711
spot,3528,2645,41.34424055
explain,4169,2873,41.33376717
cat,5211,3194,41.32162693
buri,4866,3098,41.31140039
qui,18060,5315,41.28805742
case,3843,2776,41.28746867
suppos,5078,3168,41.286771
awak,4827,3096,41.28242299
paid,3531,2665,41.27976068
hundr,3999,2839,41.25881777
band,5445,3286,41.24246146
bell,7080,3692,41.23736354
feelin,7169,3715,41.2291725
den,11568,4528,41.21143924
battl,4487,3018,41.20153577
bag,3938,2838,41.19382764
nos,9058,4120,41.17593883
shout,6323,3541,41.16588483
none,4399,3004,41.15793339
joy,7085,3726,41.15126381
travel,4526,3050,41.14134332
swear,5465,3327,41.14072183
snow,5713,3398,41.1298128
bitch,15342,5084,41.12723088
anyway,6059,3490,41.12468891
rage,4241,2965,41.11833517
leg,4017,2890,41.11516429
sink,4371,3011,41.10838337
shall,7693,3877,41.10564073
spit,4613,3091,41.10009624
realiti,4313,2998,41.08990761
hat,5454,3345,41.08099002
bare,4184,2958,41.08066362
price,4397,3032,41.06992497
rather,5621,3398,41.06063503
decid,4477,3062,41.05733227
wound,4111,2941,41.05632754
quiet,4272,2996,41.05419784
complet,4013,2909,41.0505689
suffer,5166,3275,41.04818255
neck,3788,2836,41.02789746
yesterday,5648,3418,41.02528514
il,23756,6002,41.02079219
form,3627,2780,41.01636539
sent,4223,2994,41.00977536
cuando,9039,4186,41.00948477
rap,7115,3788,41.00853506
disappear,4297,3022,40.99986768
written,3477,2735,40.97572333
given,4678,3158,40.96098685
winter,5168,3308,40.95540216
dust,5036,3270,40.95301194
trip,4644,3151,40.95005924
park,4007,2939,40.94974591
wine,5614,3438,40.9441874
beg,4763,3192,40.93895204
anyon,6757,3732,40.93802603
fake,4850,3221,40.93253666
choic,4445,3100,40.91157959
dan,17939,5498,40.90507145
shoot,6461,3674,40.90202222
wife,4395,3088,40.89829979
poor,5705,3482,40.89157002
su,10378,4492,40.85976802
ser,8936,4231,40.85690358
ahead,4969,3286,40.8496423
vers,8308,4111,40.84557314
busi,5621,3476,40.8450965
least,4027,2980,40.84440186
bet,5045,3315,40.83226413
strength,4834,3253,40.82578892
less,5249,3387,40.79945144
forgiv,6011,3602,40.78906469
hill,5373,3428,40.78526477
devil,7685,4006,40.78106719
climb,4987,3316,40.77988132
whatev,7523,3974,40.77202334
natur,5663,3519,40.75982609
funni,5415,3456,40.74141945
silent,4550,3193,40.7382778
besid,4547,3193,40.735427
chase,4856,3298,40.71675038
sorrow,4961,3331,40.71515454
mas,10789,4632,40.70486407
crime,4830,3295,40.70222867
view,4298,3123,40.69690185
treat,6366,3733,40.6869564
mal,7659,4039,40.68695515
simpl,5656,3545,40.68466986
singl,5122,3391,40.68390591
almost,5564,3520,40.68258864
grace,5610,3534,40.67971003
etern,5526,3511,40.67788795
spread,4481,3192,40.67513689
deni,5441,3493,40.6609716
ball,5914,3630,40.64680319
rhyme,6646,3819,40.64662704
ice,5661,3563,40.64028595
paper,4703,3277,40.63897551
knock,7006,3911,40.63451457
ha,17112,5549,40.62925361
guitar,5149,3426,40.60967398
surpris,4445,3209,40.5910043
jump,8553,4270,40.58905186
wash,5933,3658,40.58694142
everywher,6326,3762,40.58638198
crawl,5370,3505,40.57295147
twist,5681,3596,40.56754825
va,9621,4495,40.55113709
evil,7043,3954,40.55017073
block,5455,3539,40.54802598
rich,4760,3335,40.52690392
steal,5328,3510,40.5262745
grand,5505,3564,40.5198625
spin,5947,3690,40.51369221
thank,9296,4454,40.50532921
five,5862,3671,40.50270914
pero,9010,4404,40.49248855
flower,5339,3526,40.49204865
spent,4010,3092,40.4871512
esta,10810,4738,40.48427092
belong,7876,4176,40.47428477
somehow,5517,3585,40.47338327
instead,4453,3258,40.4582073
fail,5202,3500,40.45193112
exist,4947,3429,40.43126413
figur,4670,3340,40.43125615
job,4783,3378,40.42786172
grab,4864,3404,40.42777615
stuck,5168,3499,40.42687041
beneath,4338,3231,40.42260703
comin,8866,4409,40.41670185
bless,6131,3784,40.40030385
mirror,5117,3496,40.39296294
age,5087,3488,40.38959971
gettin,7274,4084,40.36819178
nowher,7358,4112,40.34851933
safe,5934,3755,40.33797289
taken,5009,3486,40.32953759
slowli,5184,3545,40.31699689
ignor,4396,3289,40.31507647
surviv,6339,3874,40.31327818
plus,10933,4848,40.29707207
confus,4968,3490,40.28397439
choos,5610,3690,40.26985248
regret,5087,3535,40.26383864
bridg,5338,3612,40.26375175
im,15847,5595,40.25286828
record,5493,3663,40.25126738
nothin,8951,4502,40.24797823
flesh,5471,3659,40.24480175
everyday,7009,4074,40.24052166
paint,5534,3686,40.22311277
grave,5499,3676,40.22230184
shame,7244,4139,40.22130254
strang,6617,3985,40.21835527
sell,5606,3710,40.21560547
path,4556,3381,40.21215034
insan,5658,3739,40.18023966
tongu,4894,3507,40.17494938
problem,6183,3900,40.14628288
bird,7147,4149,40.14305434
honey,10417,4835,40.13491105
longer,5935,3840,40.12521036
loud,6092,3884,40.12440825
week,4753,3483,40.11535958
sorri,9565,4685,40.11496675
heat,5897,3835,40.11102845
stick,5898,3836,40.10924642
bien,9104,4597,40.10822433
ooh,25993,6734,40.1026738
brought,4634,3451,40.09382872
dear,7810,4329,40.0879277
wide,5800,3830,40.05474045
desir,6334,3980,40.05099948
chain,6926,4134,40.05042099
spirit,6371,3991,40.04841964
beyond,5773,3830,40.03540785
smell,4692,3495,40.02859014
fit,4825,3540,40.02738189
ne,14662,5561,40.02279281
mountain,7102,4198,40.00351782
ti,18494,6061,39.99019989
ago,5029,3628,39.97179492
ocean,6333,4026,39.94012326
kept,4837,3583,39.92504624
soft,5195,3703,39.91552244
alreadi,6492,4083,39.90647968
small,5558,3827,39.88557834
feed,5912,3934,39.87867832
scene,5156,3709,39.86883031
train,9386,4768,39.8657107
pack,4896,3629,39.8567407
lookin,7738,4419,39.84954617
sand,5564,3850,39.83329811
storm,6203,4036,39.83146242
drown,6318,4068,39.83090818
escap,5737,3910,39.81309692
color,6407,4103,39.80579246
deal,5547,3857,39.80343705
parti,12525,5361,39.80129063
state,5814,3938,39.8001973
tryin,7751,4445,39.79893001
du,41122,8012,39.79081313
number,7843,4475,39.7802826
bit,9025,4750,39.74911823
mess,7104,4319,39.72917338
dog,8835,4723,39.72182871
return,6468,4160,39.71185717
tv,5285,3822,39.68918085
summer,9373,4851,39.68864514
wild,10058,4989,39.6837814
noch,11214,5202,39.68373711
tie,5782,3980,39.67665082
river,9574,4900,39.67151112
vision,5269,3829,39.65937871
3,5715,3979,39.63118549
few,5216,3830,39.61503278
fair,7509,4472,39.61315279
book,5473,3913,39.61161982
clean,6046,4085,39.61138878
race,5608,3956,39.60850893
mistak,6608,4246,39.60187344
vida,11701,5330,39.6005617
famili,6666,4265,39.59418886
fact,5071,3794,39.58681913
minut,7645,4519,39.58277842
dri,6081,4109,39.57900435
dawn,6239,4162,39.56083202
quick,5153,3847,39.52307375
meant,7133,4422,39.5170934
key,5869,4076,39.51114941
style,6887,4361,39.51080467
green,6638,4298,39.50299019
shoe,6508,4263,39.50184305
remain,5960,4114,39.48553244
held,5416,3948,39.48439239
wing,7350,4496,39.47571401
hole,6779,4349,39.47390826
anymor,10709,5226,39.4603543
e,43090,8372,39.45494813
goin,11127,5319,39.42929735
four,6757,4367,39.42102249
glass,5532,4037,39.36068253
school,6411,4301,39.35607122
fate,5606,4070,39.33795117
count,7164,4517,39.32837971
ma,19449,6575,39.31382871
mile,8065,4756,39.29453253
buy,7346,4582,39.28944147
mai,15325,6071,39.27878461
shake,15669,6155,39.21794564
somewher,8429,4880,39.2147882
nice,8046,4799,39.19709035
send,8781,4970,39.19409701
pretend,6887,4508,39.19064194
million,7173,4589,39.18009961
worth,7222,4607,39.16913534
ten,6472,4406,39.16269003
space,6908,4527,39.16215297
corner,5850,4224,39.15878397
ass,10643,5382,39.14105793
worri,9210,5093,39.13706626
forc,6161,4353,39.08100517
spend,7345,4683,39.07713417
human,7985,4844,39.07589952
pride,6189,4376,39.04886803
rais,7600,4778,39.01614904
shot,8452,5010,38.96679339
father,8028,4921,38.94252103
broke,6447,4504,38.936182
silenc,7549,4811,38.92272219
cloth,5776,4309,38.91816745
pour,17846,6632,38.91229204
crowd,6212,4446,38.91208364
las,13927,6085,38.90191788
wave,7740,4871,38.89974297
est,15212,6290,38.8843054
woman,16328,6453,38.87664458
build,7487,4827,38.85811348
todo,13394,6030,38.85091416
crack,6187,4468,38.84882086
scare,7714,4892,38.84464855
half,7634,4873,38.84186324
slip,7293,4806,38.79758527
1,7678,4911,38.78861447
whisper,6392,4562,38.77946664
troubl,9606,5372,38.76899353
ladi,12573,5942,38.76664264
track,6536,4613,38.7612189
guy,8728,5201,38.72245657
bar,6660,4693,38.6703248
check,9275,5363,38.65195768
win,8340,5156,38.63298612
flame,7859,5040,38.62627493
blame,8651,5237,38.62046147
thousand,7180,4871,38.60629467
realiz,6515,4683,38.60397673
gold,7806,5040,38.60006117
ear,5999,4530,38.59445513
del,13596,6217,38.59313715
push,9942,5543,38.58744745
write,7810,5048,38.58657197
como,17828,6840,38.58466909
rule,7672,5022,38.56782829
children,9212,5406,38.54687562
amor,23029,7504,38.5068265
warm,7317,4967,38.49088484
para,16804,6765,38.48812864
weak,6995,4888,38.47066248
alright,18772,7041,38.46413883
fell,7752,5103,38.45207656
bleed,8748,5388,38.38306644
piec,8712,5383,38.37650497
king,12075,6086,38.37371475
perfect,9453,5558,38.36993474
cover,7355,5040,38.36951541
lover,12787,6222,38.35985828
los,18273,7047,38.35960094
dress,6838,4907,38.34467627
low,9922,5691,38.3172006
secret,8725,5427,38.30199948
bone,8290,5333,38.27882615
somebodi,14541,6569,38.27200773
question,7182,5050,38.25813153
against,8043,5287,38.24799434
lock,7250,5081,38.23536355
known,7401,5124,38.23330023
cannot,9096,5560,38.22092302
phone,7199,5082,38.20616846
kick,9511,5672,38.19151802
stone,9316,5628,38.19078829
finger,7111,5098,38.12824889
futur,8681,5536,38.08706396
within,8007,5381,38.0586652
faith,9911,5842,38.05221409
afraid,10118,5888,38.05106616
search,8386,5484,38.04885683
doubt,7411,5227,38.04546586
mad,9513,5761,38.03783185
second,8288,5470,38.02933171
fun,10742,6037,38.02314581
eat,8729,5597,38.00004393
outsid,8724,5602,37.98909466
repeat,8653,5585,37.98817119
brother,11351,6187,37.97970821
smoke,8655,5593,37.97496602
sens,7652,5333,37.97301773
front,7838,5387,37.96652987
da,33638,8894,37.95109698
brain,7802,5412,37.9038945
cool,10299,6019,37.89724078
quit,8236,5545,37.87213957
bright,8298,5562,37.87050891
tomorrow,12251,6437,37.85819491
goodby,15565,7015,37.8377127
which,8247,5568,37.83666644
carri,10861,6193,37.80787036
sick,10092,6037,37.79234359
2,10765,6196,37.77040805
pictur,8224,5605,37.76131255
point,8115,5591,37.73544809
hot,13147,6683,37.73215433
angel,14824,6976,37.72190015
top,10234,6160,37.64276614
readi,16716,7332,37.63099601
damn,10839,6303,37.62388004
share,8089,5657,37.60871772
both,8744,5832,37.60182059
caught,9222,5952,37.59909801
great,9890,6119,37.58340763
cloud,7840,5608,37.57582725
flow,10057,6168,37.56567367
tast,8928,5901,37.56362474
pretti,12517,6703,37.52510782
trust,10308,6258,37.51174163
child,11318,6507,37.46142767
sight,8133,5760,37.45284782
act,8335,5840,37.40965836
wear,8936,6006,37.39320966
catch,9822,6224,37.38896006
solo,12901,6878,37.37153997
tight,9487,6159,37.36560758
slow,11646,6641,37.35942837
met,9367,6139,37.35095182
bout,12892,6902,37.33362411
mouth,8799,6009,37.33109326
across,8293,5889,37.30908381
til,12850,6915,37.30285401
throw,10762,6501,37.28807737
ring,10623,6477,37.27792344
read,8544,5975,37.27785893
lip,8896,6079,37.25768026
pick,9648,6317,37.17637245
nobodi,17464,7785,37.15894168
straight,10267,6481,37.14806641
born,12629,6986,37.13734428
answer,10038,6439,37.13086917
knee,9093,6217,37.11718466
power,11153,6706,37.105736
stare,8316,6021,37.10257494
le,43579,10356,37.10239877
gun,12918,7089,37.0690109
becom,9895,6447,37.06638481
hour,9418,6334,37.06164976
three,10315,6558,37.04726006
peac,11139,6762,37.01777679
shadow,10268,6599,36.96865912
window,8677,6208,36.9595849
cross,10064,6572,36.93695463
una,20993,8442,36.93597581
most,9371,6417,36.91475377
mother,11548,6923,36.91030798
o,29406,9397,36.90637377
tire,11482,6984,36.80167413
lord,22497,8741,36.79910637
easi,15339,7739,36.77229281
yet,9862,6647,36.7510852
drop,11511,7027,36.74892719
stori,10606,6834,36.7361425
pray,12073,7157,36.73304914
sign,10117,6734,36.71380122
skin,10149,6760,36.68682657
aliv,14745,7704,36.68231438
everyon,12781,7358,36.65332349
moon,12687,7341,36.65089117
differ,11131,7014,36.64831688
hang,11694,7146,36.63586943
earth,11898,7190,36.63510506
citi,15119,7824,36.6099913
crazi,16615,8088,36.5909512
wast,12783,7408,36.58519418
por,27613,9528,36.55123982
felt,9852,6784,36.54514289
tree,10017,6825,36.5448513
near,9354,6664,36.53528963
lo,30128,9832,36.49362678
promis,12511,7428,36.48266305
beauti,17452,8308,36.47939958
men,13435,7639,36.44655299
apart,11588,7267,36.43489536
happen,13589,7729,36.36676372
anyth,15768,8141,36.34496976
sad,11984,7442,36.31323288
hair,9449,6857,36.28980746
drive,13210,7714,36.28869449
water,14124,7900,36.27663916
between,11145,7297,36.25654629
rise,14078,7930,36.2267213
veri,12249,7575,36.21084981
rock,27672,9849,36.20071256
lead,11638,7471,36.17178785
everybodi,22254,9253,36.15895795
kid,13648,7905,36.15238669
control,13718,7931,36.13651273
moment,12521,7691,36.13356254
begin,11267,7420,36.12731263
lone,17359,8617,36.08180436
white,14676,8171,36.06274943
con,25767,9766,36.06143693
plan,10118,7205,36.04275829
fine,14595,8208,35.99766575
gave,12738,7843,35.99496772
wake,14887,8268,35.99033125
empti,10525,7349,35.98476432
fast,11094,7489,35.9806321
floor,11549,7599,35.97449851
red,13462,8036,35.93813967
el,60308,12547,35.93543759
follow,14299,8203,35.93423757
memori,12054,7751,35.92370051
abov,11888,7716,35.92130393
shit,25185,9833,35.91448647
speak,11426,7657,35.86109717
along,13911,8209,35.83325371
such,13214,8090,35.8066062
war,18276,9009,35.79052648
round,18937,9121,35.77899732
drink,12703,8013,35.76864585
hous,15016,8478,35.76236959
clear,10704,7572,35.74599363
blow,14040,8343,35.69956061
em,25014,10014,35.69768487
lot,13067,8147,35.6972846
meet,12567,8068,35.66273513
music,17328,8967,35.66268696
mi,52115,12379,35.65038246
heaven,19369,9322,35.62525928
sinc,12046,7986,35.62083127
young,15872,8768,35.60271423
cut,12500,8126,35.57219886
lay,14181,8478,35.56966417
step,15450,8730,35.55741905
pay,12625,8210,35.50228696
save,19466,9447,35.50225668
upon,12267,8162,35.4635406
happi,18127,9318,35.41256578
final,12714,8311,35.40267864
roll,21719,9869,35.39836416
road,16384,9037,35.39683564
al,21189,9809,35.38295091
scream,13342,8469,35.37501919
reach,13572,8561,35.32291606
next,13481,8586,35.2707425
matter,17930,9479,35.19887457
laugh,12746,8506,35.17705155
strong,14272,8834,35.17185998
land,14682,8930,35.15574766
soon,13499,8708,35.1321327
broken,15313,9103,35.0987427
es,44769,12504,35.08193461
y,86656,14817,35.07497587
sea,15182,9106,35.06702086
goe,18443,9720,35.02968797
full,12618,8653,34.97038995
money,21832,10298,34.96642914
rest,13630,8881,34.96484479
ride,22519,10417,34.94364084
bed,12496,8652,34.93902073
blind,13383,8860,34.9280343
sometim,18353,9825,34.9022155
guess,14306,9094,34.88436162
pull,13630,8958,34.87731171
grow,14626,9172,34.87027353
voic,13819,9007,34.86759387
reason,16688,9618,34.81474048
death,17180,9738,34.78097967
tu,58980,13813,34.77718964
fool,17844,9868,34.76623125
feet,13303,8994,34.7562464
danc,31070,11649,34.75221837
car,14620,9311,34.71559585
each,14032,9191,34.71275417
si,37149,12321,34.68439594
whole,14993,9436,34.66198282
els,16295,9716,34.63314631
shine,20736,10487,34.61196035
miss,20926,10516,34.61186133
fade,14175,9331,34.5924734
under,16083,9721,34.58547535
yourself,19736,10359,34.58370744
hey,47193,13270,34.57653554
may,17892,10073,34.56191927
went,13826,9338,34.50321023
room,14035,9396,34.4895025
air,14884,9588,34.47516336
sin,21605,10776,34.45611236
learn,16215,9921,34.40279112
fuck,33474,12298,34.39113518
today,19093,10462,34.37561494
hurt,19457,10546,34.35211144
te,57414,14346,34.271679
morn,17168,10248,34.25206175
after,17466,10304,34.25063639
late,17365,10292,34.24421096
hit,18967,10598,34.2204565
hell,19118,10634,34.21021617
kind,16895,10241,34.20802706
togeth,22311,11155,34.19311843
saw,15574,10000,34.19194403
son,19399,10726,34.16654899
town,19325,10715,34.16521112
chanc,17140,10331,34.16375102
part,15942,10108,34.1568583
bodi,20796,10966,34.15347372
beat,21192,11054,34.12861241
wall,16179,10190,34.12121936
forev,24223,11509,34.11754163
fill,14473,9864,34.09571241
wind,16909,10383,34.06897779
past,13101,9620,34.0269489
ground,15899,10235,34.02041115
hate,19947,10975,34.01483599
rain,24303,11687,33.96526998
mayb,22665,11511,33.91129367
forget,18538,10888,33.86864599
yo,48048,14211,33.86635698
sweet,23522,11697,33.85629052
fli,23322,11702,33.82566215
yes,26488,12187,33.7825902
truth,17175,10729,33.78106313
arm,18112,10904,33.78076071
enough,23546,11834,33.73662393
till,20203,11339,33.71450003
ani,17758,10918,33.70581944
blood,20367,11410,33.67441436
chorus,32037,13061,33.60896637
game,19205,11346,33.55160859
help,22403,11896,33.53010405
sit,15815,10732,33.51901816
though,15794,10728,33.51864872
heard,16456,10871,33.51202321
until,18798,11345,33.48636532
tonight,36657,13780,33.42319162
set,18894,11446,33.41036065
kill,23849,12255,33.40697038
bad,24473,12384,33.37428733
wish,24461,12404,33.35578187
took,16720,11093,33.35460204
big,24708,12475,33.32567445
touch,21564,12069,33.26303668
deep,18821,11603,33.25755357
wonder,21356,12131,33.1801895
listen,19836,11917,33.1414402
blue,26179,12934,33.11583943
hide,18479,11745,33.07580518
ai,26040,13103,32.96261694
pass,16899,11572,32.9545556
black,23701,12778,32.94858623
lose,23191,12748,32.90851642
knew,19179,12071,32.90622709
gotta,39473,14760,32.88736757
kiss,24429,12980,32.87339766
mani,21900,12641,32.8259378
rememb,24011,13035,32.77785865
fire,26380,13389,32.77223955
work,23830,13037,32.7538763
seen,19089,12249,32.74078513
becaus,22538,12875,32.71978937
told,20099,12539,32.65365633
best,21044,12750,32.61761614
understand,19682,12510,32.61484838
first,20123,12609,32.5995455
que,154345,20910,32.56089413
might,21913,13000,32.53556869
star,23312,13281,32.49463553
fight,24864,13527,32.49083361
someon,25661,13658,32.48133519
breath,23121,13314,32.44449244
sure,20005,12827,32.4045592
side,24541,13648,32.35906226
doe,25055,13728,32.35794194
dead,25572,13913,32.27628165
behind,19250,12849,32.2725687
sound,21545,13297,32.25047173
high,25959,14015,32.24273824
en,71026,18192,32.17507216
fear,20675,13276,32.14575854
street,22516,13655,32.10285541
ask,21428,13493,32.08248572
ya,56156,17355,32.07714699
found,22102,13648,32.05414114
sing,32556,15182,32.03832522
sleep,23530,13959,32.00086749
boy,37957,15878,31.98431011
mine,28651,14825,31.9310489
myself,25781,14427,31.91785051
onc,21269,13699,31.90355955
se,52260,17327,31.9017706
pleas,31270,15222,31.89690124
came,21086,13675,31.89658407
must,25549,14521,31.82374595
bring,27975,14899,31.81069099
free,29045,15069,31.79657315
cold,22261,14064,31.76263465
open,23052,14251,31.72565853
real,28818,15224,31.66604034
done,25266,14699,31.66411813
line,23280,14379,31.66068794
him,40487,16634,31.65767318
un,66625,18794,31.64027759
smile,22811,14335,31.63429925
song,30242,15698,31.47577982
year,23686,14768,31.43170368
two,26033,15190,31.40391528
TRUE,27680,15587,31.30434322
without,31085,16107,31.2787555
door,22833,14865,31.25958301
mean,26540,15512,31.23773743
burn,32065,16452,31.13870606
close,25001,15415,31.13646237
those,25140,15447,31.1302989
dark,25043,15487,31.09246765
far,26196,15774,31.02572007
tear,26028,15785,31.00055569
god,37423,17442,30.93275223
la,156568,24138,30.89694836
move,33216,17030,30.86715567
talk,32814,17403,30.6039355
de,148664,24597,30.55290137
care,31009,17252,30.54416015
wrong,30806,17255,30.5246355
sky,28929,17077,30.46437295
other,27465,16901,30.43251955
sun,31319,17502,30.41875317
own,28588,17101,30.41757518
same,30800,17471,30.39269594
pain,28203,17102,30.38033824
use,30096,17406,30.3699837
while,26225,16998,30.24753019
peopl,36365,18484,30.23533708
name,31425,17876,30.20434148
hope,30072,17764,30.1534189
break,34490,18397,30.14630044
old,31530,18047,30.11267236
lost,31422,18188,30.02146265
watch,31699,18254,30.00643463
realli,37074,19091,29.94111382
stop,41961,19737,29.90466796
should,34774,18988,29.83205115
anoth,37808,19474,29.78003765
soul,34844,19279,29.67599496
better,42362,20261,29.64742543
seem,28288,18444,29.59768912
wanna,75425,23218,29.58818775
new,37687,20076,29.44749979
chang,39305,20586,29.28720545
everyth,43291,21075,29.27949811
cri,40875,20952,29.19797463
put,36725,20453,29.18416707
believ,45724,21636,29.13385001
hard,35044,20360,29.11350048
